"Acheng",45.54,126.96000000000001
"Aksu",41.15,80.25
"Alaer",40.515556,81.263611
"Altay",47.84,88.13
"Anbu",23.46,116.68
"Anda",46.4,125.32000000000001
"Anguo",38.416667,115.316667
"Ankang",32.68,109.02
"Anlu",31.27,113.67
"Anning",24.905833,102.491667
"Anqing",30.5,117.05
"Anqiu",36.43,119.19
"Anshan",41.12,122.95
"Anshun",26.25,105.93
"Anyang",36.08,114.35000000000001
"Atushi",39.7,76.15
"Baicheng",45.62,122.82000000000001
"Baise",23.9,106.616667
"Baishan",41.933333,126.416667
"Baiyin",36.53,104.2
"Bantou",25.37,118.68
"Baoding",38.87,115.48
"Baoji",34.353611,107.375278
"Baoshan",46.57,131.39000000000001
"Baotou",40.6,110.05
"Bayannaoer",38.233333,103.933333
"Bazhong",31.866667,106.75
"Bazhou",39.133333,116.383333
"Beian",48.27,126.60000000000001
"Beibei",29.830000000000002,106.44
"Beihai",21.48,109.10000000000001
"Beijing",39.93,116.4
"Beiliu",22.5168,110.482
"Beining",41.6,121.8
"Beipiao",41.81,120.76
"Bengbu",32.95,117.33
"Benxi",41.33,123.75
"Bijie",27.310000000000002,105.28
"Binzhou",37.366667,118
"Bole County",44.903778,82.070814
"Boshan",36.480000000000004,117.85000000000001
"Botou",38.07,116.55
"Bozhou",33.87,115.76
"Buhe",30.28,112.24000000000001
"Cangzhou",38.32,116.87
"Cenxi",22.9297,111.019
"Changchun",43.87,125.35000000000001
"Changde",29.03,111.68
"Changge",34.213669,113.762931
"Changji",44.02,87.32000000000001
"Changle",25.918889,119.556389
"Changning",26.3228,112.427
"Changping",40.22,116.2
"Changsha",28.2,112.97
"Changshu",31.65,120.733333
"Changyi",36.85,119.383333
"Changzhi",36.11,113.07
"Changzhou",31.78,119.97
"Chaohu",31.6,117.87
"Chaoyang",41.583333,120.433333
"Chaozhou",23.67,116.64
"Chengde",40.96,117.93
"Chengdu",30.67,104.07000000000001
"Chenghai",23.47,116.77
"Chenzhou",25.8,113.03
"Chibi",29.716667,113.9
"Chifeng",42.27,118.95
"Chishui",28.5887,105.696
"Chizhou",30.650000000000002,117.48
"Chongqing",29.57,106.58
"Chongzhou",30.630444,103.673182
"Chongzuo",22.416667,107.366667
"Chuxiong",25.03436,101.53932
"Chuzhou",32.3,118.3
"Cixi",30.166667,121.233333
"Conghua",23.651081,113.671053
"Daan",29.400000000000002,106.02
"Dafeng",33.2,120.43
"Dali",25.7,100.15
"Dalian",38.92,121.65
"Daliang",22.84,113.25
"Dandong",40.13,124.4
"Dangyang",30.831,111.784
"Danjiangkou",32.55,111.5
"Danshui",22.8,114.46000000000001
"Danyang",32,119.566667
"Danzhou",19.5,109.583333
"Dashiqiao",40.64,122.5
"Datong",40.083333,113.3
"Dawukou",39.02,106.36
"Daxian",31.27,107.52
"Daye County",30.1,114.983333
"Dazhou",31.216667,107.5
"Dehui",44.53,125.7
"Dengfeng",34.46,113.01
"Dengta",41.433333,123.333333
"Dengzhou",32.719133,112.083892
"Deqing",30.55,120.08
"Dexing",28.946389,117.578611
